"base_gene_src","base_id_src","base_gene_dest","base_id_dest","pathway","database"
"PRKCD","ENTREZID","NCF2","ENTREZID","Human Diseases-Neurodegenerative disease-Prion disease","kegg"
"PRKCD","ENTREZID","CYBB","ENTREZID","Human Diseases-Neurodegenerative disease-Prion disease","kegg"
"PRKCD","ENTREZID","CYBA","ENTREZID","Human Diseases-Neurodegenerative disease-Prion disease","kegg"
"PRKCD","ENTREZID","RAC1","ENTREZID","Human Diseases-Neurodegenerative disease-Prion disease","kegg"
"PRKCD","ENTREZID","NCF1","ENTREZID","Human Diseases-Neurodegenerative disease-Prion disease","kegg"
"PRKCD","ENTREZID","NCF4","ENTREZID","Human Diseases-Neurodegenerative disease-Prion disease","kegg"
"ATXN1L","ENTREZID","KAT5","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"ATXN3","ENTREZID","PSMD14","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"ATXN3","ENTREZID","PSMA8","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"OMA1","ENTREZID","OPA1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"KAT5","ENTREZID","ITPR1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"RORA","ENTREZID","ITPR1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"KAT5","ENTREZID","ATP2A1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"RORA","ENTREZID","ATP2A1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"PUM2","ENTREZID","ATXN1L","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"PDYN","ENTREZID","GRIN3A","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"RELN","ENTREZID","VLDLR","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"VLDLR","ENTREZID","DAB1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"DAB1","ENTREZID","PIK3CA","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"KAT5","ENTREZID","TRPC3","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"RORA","ENTREZID","TRPC3","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"KAT5","ENTREZID","SLC1A6","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"RORA","ENTREZID","SLC1A6","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"KAT5","ENTREZID","GRM1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"RORA","ENTREZID","GRM1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"TBPL2","ENTREZID","SP1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"TBPL2","ENTREZID","XBP1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"TBPL2","ENTREZID","MYOD1","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"TBPL2","ENTREZID","GTF2B","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"TBPL2","ENTREZID","NFYA","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"TBPL2","ENTREZID","RBPJL","ENTREZID","Human Diseases-Neurodegenerative disease-Spinocerebellar ataxia","kegg"
"PPP1CA","ENTREZID","GRIN3A","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"GNAS","ENTREZID","ADCY5","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"GNB5","ENTREZID","ADCY5","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"PKIA","ENTREZID","PRKACA","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CAMK4","ENTREZID","CREB3","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CREB3","ENTREZID","FOSB","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CAMKK2","ENTREZID","CAMK4","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CREB3","ENTREZID","CRH","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CREB3","ENTREZID","NPY","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"HDAC6","ENTREZID","H2AL3","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"BDNF","ENTREZID","NTRK2","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CALML6","ENTREZID","CAMKK2","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"CALML6","ENTREZID","HRAS","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"DRD2","ENTREZID","GNB5","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"HAT1","ENTREZID","H4C16","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"HAT1","ENTREZID","H3C14","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"MAPK1","ENTREZID","PDYN","ENTREZID","Human Diseases-Substance dependence-Alcoholism","kegg"
"SLC6A3","ENTREZID","STX1A","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"PRKCA","ENTREZID","SLC6A3","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"CAMK2A","ENTREZID","SLC6A3","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"CALML6","ENTREZID","CAMK4","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"CREB3","ENTREZID","PDYN","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"CREB3","ENTREZID","ARC","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"FOSB","ENTREZID","HDAC1","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"FOSB","ENTREZID","SIRT1","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"FOSB","ENTREZID","FOS","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"FOSB","ENTREZID","JUN","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"HDAC1","ENTREZID","FOS","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"SIRT1","ENTREZID","FOS","ENTREZID","Human Diseases-Substance dependence-Amphetamine addiction","kegg"
"GRM2","ENTREZID","GNAI1","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"GPSM1","ENTREZID","GNAI1","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"RGS9","ENTREZID","GNAI1","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"PPP1R1B","ENTREZID","PRKACA","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"CDK5R1","ENTREZID","CDK5","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"FOSB","ENTREZID","CDK5","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"JUN","ENTREZID","CDK5","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"CDK5","ENTREZID","PPP1R1B","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"CDK5","ENTREZID","DLG4","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"FOSB","ENTREZID","NFKB1","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"JUN","ENTREZID","NFKB1","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"FOSB","ENTREZID","GRIA2","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"JUN","ENTREZID","GRIA2","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"GRIN3A","ENTREZID","DLG4","ENTREZID","Human Diseases-Substance dependence-Cocaine addiction","kegg"
"OPRM1","ENTREZID","GNB5","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"OPRM1","ENTREZID","GNAS","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"GRK2","ENTREZID","OPRM1","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"ARRB1","ENTREZID","OPRM1","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"GNB5","ENTREZID","KCNJ3","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"GNB5","ENTREZID","CACNA1A","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"PRKACA","ENTREZID","GNB5","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"PRKCA","ENTREZID","GNB5","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"PRKCA","ENTREZID","ADCY1","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"GABBR1","ENTREZID","GNB5","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"GNB5","ENTREZID","KCNJ6","ENTREZID","Human Diseases-Substance dependence-Morphine addiction","kegg"
"NIT2","ENTREZID","DDO","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"NIT2","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"NIT2","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","ASNS","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","ASNS","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASNS","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASNS","ENTREZID","NAT8L","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASNS","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASNS","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","ASNS","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","ASRGL1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","ASRGL1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASRGL1","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASRGL1","ENTREZID","NAT8L","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASRGL1","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASRGL1","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","ASRGL1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","NAT8L","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","NAT8L","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"NAT8L","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"NAT8L","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","NAT8L","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"NAT8L","ENTREZID","RIMKLA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"NAT8L","ENTREZID","FOLH1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"DDO","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASPA","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","IL4I1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"DDO","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASPA","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","GOT1L1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","CAD","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","ADSS1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASS1","ENTREZID","ASL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","ADSL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ADSS1","ENTREZID","CAD","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ASL","ENTREZID","ADSL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ALDH5A1","ENTREZID","ABAT","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLS2","ENTREZID","GLUD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLUD1","ENTREZID","NIT2","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ALDH4A1","ENTREZID","GLUD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLUD1","ENTREZID","GAD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLUL","ENTREZID","GLUD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ABAT","ENTREZID","GAD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLUL","ENTREZID","GAD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ALDH4A1","ENTREZID","GAD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLS2","ENTREZID","GAD1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GFPT1","ENTREZID","GLUL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ALDH4A1","ENTREZID","GLUL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"PPAT","ENTREZID","GLUL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GLS2","ENTREZID","GLUL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","GLUL","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ALDH4A1","ENTREZID","GLS2","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"GFPT1","ENTREZID","GLS2","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","GLS2","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"PPAT","ENTREZID","GLS2","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CPS1","ENTREZID","GLS2","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","CPS1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"CAD","ENTREZID","GFPT1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"PPAT","ENTREZID","CAD","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"PPAT","ENTREZID","GFPT1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"RIMKLA","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"FOLH1","ENTREZID","ASPA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"RIMKLA","ENTREZID","FOLH1","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"RIMKLA","ENTREZID","RIMKLA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"FOLH1","ENTREZID","RIMKLA","ENTREZID","Metabolism-Amino acid metabolism-Alanine, aspartate and glutamate metabolism","kegg"
"ARG1","ENTREZID","NOS1","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"ARG1","ENTREZID","AZIN2","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"ARG1","ENTREZID","GATM","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"ARG1","ENTREZID","OAT","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"ARG1","ENTREZID","ODC1","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"CNDP1","ENTREZID","AGMAT","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"CARNS1","ENTREZID","AGMAT","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"CNDP2","ENTREZID","AGMAT","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"ALDH2","ENTREZID","AGMAT","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"CNDP2","ENTREZID","GATM","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"ALDH2","ENTREZID","GATM","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"CARNS1","ENTREZID","GATM","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"CNDP1","ENTREZID","GATM","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"AOC1","ENTREZID","SAT2","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
"AOC1","ENTREZID","ALDH2","ENTREZID","Metabolism-Amino acid metabolism-Arginine and proline metabolism","kegg"
